,Smiles_A,Smiles_B,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
281,CC(C)(C1)CC(O)=C(C=O)C1=O,CC(C)(CC(C1=CO)=O)CC1=O,-2528.76390663964,-2537.15572278884,8.391816149200167,-2548.7150885364404,-2555.26326369309,6.5481751566494495,-19.951181896800335,-18.107540904249618,1.8436409925507178
282,OC(CC1)=C(C=O)C1=O,OC=C(C(CC1)=O)C1=O,-1650.2481575131349,-1661.12707444542,10.878916932285165,-1652.9117743194295,-1663.76403347256,10.85225915313049,-2.6636168062946126,-2.6369590271399375,0.026657779154675154
283,CC(C(C(C=C1)=O)=C1O)=O,CC(O)=C(C(C=C1)=O)C1=O,-1798.3256522763152,-1808.95037385559,10.62472157927482,-1809.5103594885495,-1818.54304245958,9.032682971030454,-11.184707212234343,-9.592668603989978,1.5920386082443656
284,CC(C(C(c1c2cccc1)=O)=C2O)=O,CC(C(C(c1c2cccc1)=O)C2=O)=O,-2620.5519463604096,-2622.87254965447,2.32060329406022,-2612.953617662258,-2613.48150602013,0.5278883578721434,7.598328698151818,9.391043634339894,1.7927149361880765
285,O=C(CC1=O)CC1=O,OC(C(C1)=O)=CC1=O,-1357.4763075436201,-1368.16634542149,10.690037877869827,-1364.5605795409556,-1374.80096811386,10.240388572904521,-7.084271997335463,-6.634622692370158,0.4496493049653054
286,CCC(C(C(CC1=O)=O)C1=O)=O,CC/C(/O)=C(\C(C=C1O)=O)/C1=O,-2207.8323158862668,-2217.42039417405,9.588078287783446,-2202.146670394615,-2209.11295279806,6.966282403445348,5.68564549165194,8.307441375990038,2.6217958843380984
287,[O-][N+](C(C(c1c2cccc1)=O)C2=O)=O,[O-][N+](C(C(c1c2cccc1)=O)=C2O)=O,-2234.776484725351,-2235.80996372258,1.03347899722894,-2235.5870622286134,-2237.48084708799,1.8937848593764102,-0.810577503262266,-1.6708833654097361,-0.8603058621474702
288,CCOC(C1NC=CC1=O)=O,CCOC(c([nH]cc1)c1O)=O,-2125.2033089673473,-2136.11996345862,10.916654491272766,-2133.8635333398597,-2143.53434345072,9.670810110860202,-8.660224372512403,-7.414379992099839,1.2458443804125636
289,CC(C1Nc(cccc2)c2C1=O)=O,CC(c([nH]c1c2cccc1)c2O)=O,-2520.7751791435626,-2525.77446828481,4.999289141247573,-2523.6176429441,-2527.69307238081,4.075429436709783,-2.8424638005376437,-1.9186040959998536,0.9238597045377901
290,CC(C1OC=CC1=O)=O,CC(c(occ1)c1O)=O,-1647.2659987371505,-1657.30816380738,10.04216507022943,-1644.3052392494205,-1653.98926901902,9.68402976959942,2.9607594877300016,3.318894788360012,0.35813530063001053
291,CC(C1Oc(cccc2)c2C1=O)=O,CC(c(oc1c2cccc1)c2O)=O,-2444.516703502664,-2448.17559754882,3.6588940461560924,-2438.3958224298103,-2442.37017073948,3.9743483096694945,6.120881072853535,5.805426809340133,-0.3154542635134021
292,O=C1c(cccc2)c2NC1c1ncccc1,Oc1c(-c2ncccc2)[nH]c2c1cccc2,-3077.0469589091326,-3071.31128941448,-5.735669494652484,-3072.9795290889533,-3066.05848392247,-6.921045166483509,4.0674298201793135,5.252805492010339,1.185375671831025
293,O=C1C=COC1c1nc2ccccc2nc1,Oc1c(-c2nc3ccccc3nc2)occ1,-2867.410593919306,-2862.87435155008,-4.536242369225874,-2862.532945541086,-2862.82456109073,0.2916155496441206,4.877648378219874,0.0497904593498788,-4.827857918869995
294,O=C(C1Oc(cccc2)c2C1=O)c1ccccc1,Oc1c(C(c2ccccc2)=O)oc2c1cccc2,-3390.9399898482684,-3377.6468266345,-13.293163213768366,-3381.886700944353,-3370.62936281302,-11.257338131332745,9.053288903915472,7.017463821479851,-2.035825082435622
295,Oc1cc(O)c(C(C(C(c2ccccc2)=O)O2)=O)c2c1,O/C(/c1ccccc1)=C1/Oc2cc(O)cc(O)c2C1=O,-3586.9054633686897,-3562.90498613814,-24.000477230549677,-3574.494110247667,-3556.74821110507,-17.745899142596954,12.411353121022785,6.156775033070062,-6.254578087952723
296,CCOC(C(C1=O)=CNC1C#N)=O,CCOC(c1c[nH]c(C#N)c1O)=O,-2316.8016264586245,-2322.40929569097,5.607669232345415,-2322.028809723045,-2331.92631094684,9.897501223795189,-5.227183264420546,-9.51701525587032,-4.289831991449773
297,COC(C1=CNCC1=O)=O,COC(c1c[nH]cc1O)=O,-1833.1791802884152,-1844.68162611214,11.502445823724884,-1825.553973366351,-1836.06189475262,10.50792138626889,7.625206922064081,8.619731359520074,0.9945244374559934
298,CC(C1=COCC1=O)=O,CC(c1cocc1O)=O,-1649.5533975940991,-1660.21888239191,10.665484797810905,-1641.8580281659163,-1652.42676347325,10.568735307333782,7.6953694281828575,7.79211891865998,0.09674949047712289
299,Oc1c(C=O)occ1,O/C=C1/OC=CC1=O,-1344.989323021329,-1354.77543889667,9.786115875341011,-1337.355033277697,-1348.25095340412,10.895920126423107,7.634289743632053,6.524485492549957,-1.109804251082096
300,CCOC(C(c(ccnc1)c1N1)C1=O)=O,CCOC(c(c(ccnc1)c1[nH]1)c1O)=O,-2802.767433062399,-2807.31523644055,4.547803378151002,-2807.642566313532,-2809.77397025455,2.1314039410181067,-4.8751332511328656,-2.45873381399997,2.4163994371328954
301,N#CC(c(ccnc1)c1N1)C1=O,N#Cc(c(ccnc1)c1[nH]1)c1O,-2032.4519950420774,-2040.73833340125,8.286338359172532,-2029.854545279302,-2036.84464910517,6.990103825867891,2.597449762775341,3.8936842960799822,1.2962345333046414
302,CCOC(C(C(C)=NO1)C1=O)=O,CCOC(c1c(O)onc1C)=O,-2212.0016955779315,-2222.79037438664,10.788678808708482,-2218.961637591294,-2229.64157678027,10.679939188975823,-6.959942013362706,-6.851202393630047,0.10873961973265978
303,CC(C(C=NN1C)C1=O)=O,C/C(/O)=C(\C=NN1C)/C1=O,-1887.727394303413,-1898.21428712008,10.486892816667023,-1881.1780241890929,-1893.26954909915,12.09152491005716,6.549370114320027,4.94473802092989,-1.604632093390137
304,CC(C(C(C)=NO1)C1=O)=O,C/C(/O)=C(/C(C)=NO1)\C1=O,-1810.3827245264713,-1820.1572737829,9.7745492564286,-1809.3377984293152,-1820.03833968213,10.7005412528149,1.0449260971561216,0.11893410076982036,-0.9259919963863013
305,CCOC(C(C=NN1C)C1=O)=O,CCOC(c(cnn1C)c1O)=O,-2289.1031893427776,-2300.98303593638,11.879846593602451,-2300.6379573086815,-2311.67971560891,11.041758300228594,-11.534767965903939,-10.696679672530081,0.8380882933738576
306,COC(C(C=NO1)C1=O)=O,COC(c1c(O)onc1)=O,-1614.4245083525093,-1625.16481557007,10.740307217560712,-1623.0096755106156,-1634.11988479359,11.110209282974438,-8.585167158106287,-8.955069223520013,-0.3699020654137257
307,CCC(C1)=NN(C(C)=O)C1=O,CCc1nn(C(C)=O)c(O)c1,-2193.740390392406,-2203.69687682452,9.956486432114161,-2196.0188928032094,-2206.25184873485,10.23295593164039,-2.278502410803412,-2.554971910329641,-0.2764694995262289
308,C/C(/O)=C/C(c1ccccc1)=O,CC(/C=C(/c1ccccc1)\O)=O,-2461.219418094359,-2467.82646675478,6.607048660421242,-2479.56105485626,-2489.15736810314,9.596313246880072,-18.3416367619011,-21.33090134835993,-2.9892645864588303
309,C/C(/O)=C/C(c(cc1)ccc1[N+]([O-])=O)=O,CC(/C=C(/c(cc1)ccc1[N+]([O-])=O)\O)=O,-2647.0756610098533,-2648.90310736344,1.8274463535867653,-2664.092409419381,-2669.80612744985,5.713718030468954,-17.016748409527736,-20.903020086409924,-3.8862716768821883
310,C/C(/O)=C/C(c(cc1)ccc1OC)=O,CC(/C=C(/c(cc1)ccc1OC)\O)=O,-2848.340777676019,-2853.47011256432,5.129334888300946,-2866.8832085513122,-2874.30434088534,7.421132334027789,-18.54243087529312,-20.834228321019964,-2.291797445726843
311,CC(CC(/C=C(/C)\O)=O)=O,C/C(/O)=C/C(/C=C(/C)\O)=O,-2089.730041226492,-2099.29613610475,9.5660948782579,-2077.2775637702844,-2084.1223616655,6.844797895215834,12.452477456207816,15.173774439249883,2.721296983042066
312,O/C(/c1ccccc1)=C\C(CC(c1ccccc1)=O)=O,O/C(/c1ccccc1)=C\C(/C=C(/c1ccccc1)\O)=O,-3981.8872852423756,-3967.98995897314,-13.897326269235691,-3968.306206022723,-3962.00243631424,-6.303769708482832,13.581079219652565,5.987522658899707,-7.593556560752859
313,CC(CC(CC(C)=O)=O)=O,CC(CC(/C=C(/C)\O)=O)=O,-2086.629480711322,-2096.52317698901,9.893696277688377,-2089.730080133129,-2099.29947892711,9.569398793981236,-3.1005994218071464,-2.776301938100005,0.3242974837071415
314,[O-][N+](CC(c1ccccc1)=O)=O,[O-][N+](/C=C(/c1ccccc1)\O)=O,-2099.485326687388,-2107.43854761902,7.953220931632131,-2100.3581943742506,-2110.14517810164,9.78698372738927,-0.872867686862719,-2.7066304826198575,-1.8337627957571385
315,CCOC(CC(C)=O)=O,CCOC(/C=C(/C)\O)=O,-1934.0217206671064,-1944.54422157264,10.522500905533661,-1935.961856284479,-1946.3403728075,10.378516523021062,-1.9401356173725617,-1.7961512348599626,0.14398438251259904
316,COC(CC(c1ncccc1)=O)=O,COC(/C=C(/c1ncccc1)\O)=O,-2458.785354322818,-2466.05441902851,7.269064705692017,-2451.003817947402,-2458.7376846369,7.733866689498427,7.781536375416181,7.316734391609771,-0.46480198380641014
317,O=C1OCC(CCC2)C1C2=O,OC(CCCC1CO2)=C1C2=O,-2252.587643667455,-2262.16635864254,9.578714975085404,-2246.4380833690498,-2256.80675877306,10.368675404010446,6.149560298405049,5.359599869480007,-0.7899604289250419
318,CC(/C=C/O)=O,CC(CC=O)=O,-1222.9226508964105,-1231.58900417883,8.66635328241955,-1229.454068726719,-1239.67036520055,10.21629647383088,-6.5314178303085555,-8.081361021719886,-1.5499431914113302
319,CC(/C(/c1ccccc1)=C(/C)\O)=O,CC(C(C(C)=O)c1ccccc1)=O,-2771.1358179351305,-2770.01620049766,-1.1196174374704242,-2766.619764251395,-2767.84301408832,1.2232498369253335,4.516053683735663,2.1731864093399054,-2.3428672743957577
320,CN(C)C(/C(/[N+]([O-])=O)=C(/N(C)C)\O)=O,CN(C)C(C(C(N(C)C)=O)[N+]([O-])=O)=O,-2619.127586866983,-2622.54319368311,3.4156068161269104,-2638.3323602591195,-2643.43161091395,5.099250654830485,-19.204773392136303,-20.888417230839877,-1.6836438387035741
321,CC(C(C(C)=O)=C(C)O)=O,CC(C(C(C)=O)C(C)=O)=O,-2087.924691443108,-2095.2900274146,7.365335971492186,-2084.128813137664,-2095.53669251709,11.40787937942605,3.7958783054436935,-0.24666510249016937,-4.042543407933863
322,CC(/C(/C(c1ccccc1)=O)=C(/C)\O)=O,CC(C(C(C)=O)C(c1ccccc1)=O)=O,-3019.3491224584873,-3017.63119234671,-1.7179301117771502,-3029.1372288212488,-3032.02784855652,2.8906197352712297,-9.788106362761482,-14.396656209809862,-4.60854984704838
323,CCOC(/C(/C(C)=O)=C(\C)/O)=O,CCOC(C(C(C)=O)C(C)=O)=O,-2476.773222275823,-2484.94805100117,8.174828725346742,-2488.2193784504343,-2497.89620950145,9.676831051015597,-11.446156174611133,-12.948158500279987,-1.5020023256688546
324,CC(/C(/C=O)=C(/C)\O)=O,CC(C(C=O)C(C)=O)=O,-1779.6968812563941,-1789.39327961369,9.696398357295948,-1783.6191170846437,-1795.25289533285,11.633778248206227,-3.9222358282495406,-5.8596157191598195,-1.9373798909102788
325,CC(C)(C(CC1)/C2=C(\C)/O)C1(C)C2=O,CC(C)(C(CC1)C2C(C)=O)C1(C)C2=O,-3315.740278523427,-3318.71709095907,2.9768124356428416,-3310.252517303768,-3314.28732351943,4.034806215662229,5.487761219659205,4.429767439639818,-1.0579937800193875
326,[O-][N+](C(Cc1c2cccc1)C2=O)=O,[O-][N+](C(Cc1c2cccc1)=C2O)=O,-2269.1355618535704,-2274.72674974918,5.591187895609437,-2270.2585786292207,-2277.04983535061,6.791256721389345,-1.1230167756502851,-2.3230856014301935,-1.2000688257799084
327,[O-][N+](C(CCCC1)C1=O)=O,[O-][N+](C(CCCC1)=C1O)=O,-1906.8219463944467,-1918.07188349824,11.249937103793172,-1910.0015570765283,-1921.12810282439,11.126545747861655,-3.179610682081602,-3.056219326150085,0.12339135593151696
328,[O-][N+](C(CCC1)C1=O)=O,[O-][N+](C(CCC1)=C1O)=O,-1610.5397063749356,-1621.08270165576,10.54299528082447,-1611.8755362829968,-1623.64312764468,11.767591361683117,-1.3358299080612142,-2.56042598891986,-1.224596080858646
329,CCOC(CC#N)=O,CCO/C(/O)=C/C#N,-1568.2380820685487,-1578.74779179815,10.509709729601354,-1547.5122818313885,-1556.65349538583,9.141213554441492,20.72580023716023,22.09429641232009,1.368496175159862
330,N#CC(CCCC1)C1=O,N#CC(CCCC1)=C1O,-1916.7915441490193,-1928.19729242343,11.405748274410826,-1913.637392853027,-1924.45509076162,10.817697908593118,3.1541512959922784,3.742201661809986,0.5880503658177076
331,N#CC(CCC1)C1=O,N#CC(CCC1)=C1O,-1620.7088827235734,-1631.42820904258,10.71932631900654,-1615.7453472749964,-1625.257358968,9.512011693003615,4.963535448576977,6.170850074579903,1.2073146260029262
332,CCOC(CC(C(C)=O)=O)=O,CCOC(/C=C(/C(C)=O)\O)=O,-2193.3043365164176,-2203.83885880576,10.534522289342476,-2188.0322273599704,-2197.46339281521,9.431165455239807,5.272109156447186,6.375465990549856,1.1033568341026694
333,CCOC(C(C(CCCC1)C1=O)=O)=O,CCOC(/C(/O)=C(\CCCC1)/C1=O)=O,-2938.9633120427293,-2946.30134509984,7.338033057110806,-2931.560808073928,-2939.67217648605,8.11136841212192,7.402503968801284,6.629168613790171,-0.7733353550111133
334,N=C(C1)NOC1=N,NC(ON1)=CC1=N,-1173.2164241719033,-1182.2353109646,9.018886792696776,-1172.1032087358428,-1180.04268340417,7.939474668327193,1.1132154360605,2.1926275604300827,1.0794121243695827
335,CC1=NN=C(C)C1,Cc1cc(C)n[nH]1,-1512.0244830821025,-1521.8202307777,9.795747695597584,-1529.2600845685238,-1540.05620643574,10.796121867216243,-17.235601486421274,-18.235975658039933,-1.0003741716186596
336,C1C(c2ccccc2)=NN=C1,c1c[nH]nc1-c1ccccc1,-2159.4494576443763,-2172.28595855985,12.836500915473607,-2178.9022277086747,-2187.87600235179,8.97377464311512,-19.45277006429842,-15.590043791939934,3.8627262723584863
337,CCOc1cc(C)n[nH]1,CCOc1n[nH]c(C)c1,-1914.2087314467976,-1924.62680626806,10.41807482126228,-1916.2618193614444,-1926.77025915221,10.508439790765578,-2.053087914646767,-2.143452884150065,-0.0903649695032982
338,NC1=NN=CC1,Nc1n[nH]cc1,-1088.8659784584424,-1097.2647252061,8.39874674765747,-1103.2802706971668,-1112.75246104005,9.472190342883323,-14.414292238724329,-15.487735833950182,-1.0734435952258536
339,c1c(cccc2)c2n[nH]1,c1n[nH]c2c1cccc2,-1719.943937510061,-1731.20600237798,11.26206486791898,-1725.0533390316714,-1736.72236302228,11.669023990608594,-5.10940152161038,-5.5163606442999935,-0.40695912268961365
340,C1N=CNC=C1,C1NC=NC=C1,-1221.617448684402,-1232.17698903797,10.559540353568082,-1221.8789754599902,-1232.13115718405,10.25218172405971,-0.2615267755882087,0.04583185392016276,0.30735862950837145
341,COC1=NCNC(OC)=C1,COC(C1)=NCN=C1OC,-2007.3552579273482,-2018.40757629154,11.052318364191706,-2018.7651781997497,-2028.96895962754,10.203781427790318,-11.40992027240145,-10.561383336000063,0.8485369364013877
342,CCC1=NCNC(CC)=C1,CCC1=NCN=C(CC)C1,-2400.1190552767416,-2410.37936076454,10.260305487798178,-2403.015662709129,-2413.48976900051,10.47410629138085,-2.8966074323875546,-3.110408235970226,-0.2138008035826715
343,CC(C=C1C)=NCN1c1ccccc1,CC(C=C1C)N=CN1c1ccccc1,-3051.4451017015163,-3058.96818176117,7.523080059653694,-3049.517682285311,-3054.69886979476,5.181187509449046,1.927419416205339,4.269311966409987,2.3418925502046477
344,CC1=NCCN=C(C)C1,CC1=NCCNC(C)=C1,-2101.5530177760493,-2112.07293097462,10.51991319857052,-2105.6249908896334,-2116.4574823434,10.832491453766579,-4.071973113584136,-4.384551368780194,-0.3125782551960583
345,N=C1CN=CC1,N=C1C=NCC1,-1220.4556275396778,-1231.16578527439,10.710157734712084,-1222.2753909839996,-1232.96730261882,10.691911634820372,-1.8197634443217794,-1.8015173444300672,0.01824609989171222
346,N=C1CN=CC1,N=C1C=CNC1,-1220.4556275396778,-1231.16596121241,10.710333672732077,-1220.2742811065546,-1230.41945619826,10.145175091705369,0.1813464331232808,0.7465050141499887,0.5651585810267079
347,N=C1CN=CC1,NC1=CC=NC1,-1220.4556275396778,-1231.1658732434,10.710245703722194,-1223.260087067744,-1232.39189732804,9.131810260295879,-2.804459528066218,-1.2260240846399029,1.578435443426315
348,N=C1C=CNC1,Nc1c[nH]cc1,-1220.2742823615947,-1230.40467740467,10.130395043075396,-1227.0287489123994,-1236.1177367541,9.0889878417006,-6.754466550804636,-5.713059349429841,1.0414072013747955
349,NC1=CC=NC1,Nc1c[nH]cc1,-1223.2600883227844,-1232.391545452,9.131457129215505,-1227.0287489123994,-1236.11791269211,9.089163779710589,-3.7686605896149104,-3.726367240109994,0.04229334950491648
350,C/N=C1/C=COC1,CNc1cocc1,-1439.5917309168553,-1450.12240916432,10.53067824746472,-1441.0780818911003,-1451.34772949688,10.26964760577971,-1.4863509742449423,-1.2253203325599316,0.2610306416850108
351,Nc1cocc1,N=C1C=COC1,-1151.9716932339888,-1161.76333902447,9.791645790481198,-1149.6366625898584,-1159.93270393791,10.29604134805163,2.335030644130484,1.8306350865600507,-0.5043955575704331
352,Nc1coc2c1cccc2,N=C1c(cccc2)c2OC1,-1947.4594062688363,-1958.29307399689,10.83366772805357,-1947.2393627737977,-1959.47537748384,12.236014710042355,0.2200434950386807,-1.1823034869501043,-1.402346981988785
353,Nc1cn(-c2ccccc2)nc1,N=C(C1)C=NN1c1ccccc1,-2338.9883678584274,-2351.41355779523,12.42518993680278,-2324.4414321619024,-2340.82525594234,16.383823780437524,14.546935696524997,10.588301852890254,-3.9586338436347432
354,Nc1conc1,N=C1C=NOC1,-1010.8197300572,-1019.96090252779,9.14117247059005,-1000.3385813159721,-1010.88373231915,10.54515100317792,10.481148741227912,9.077170208640041,-1.403978532587871
355,O/N=C1/c(cccc2)c2OC1,ONc1coc2c1cccc2,-2020.8222810302161,-2031.11082906952,10.288548039303805,-2009.0315932398767,-2018.90952745943,9.877934219553254,11.790687790339462,12.201301610090013,0.41061381975055156
356,Nc1ccncc1,N=C1C=CNC=C1,-1406.1512788403102,-1416.6825736658,10.531294825489795,-1387.9612456281877,-1398.15242964017,10.191184011982386,18.190033212122444,18.530144025629852,0.34011081350740824
357,NNc1ccncc1,NN=C1C=CNC=C1,-1548.8960943140478,-1558.69807110336,9.80197678931222,-1537.2612904331374,-1545.71120623893,8.449915805792443,11.63480388091034,12.986864864430117,1.3520609835197774
358,CC(Nc1ccncc1)=O,CC(N=C1C=CNC=C1)=O,-1975.483231670713,-1985.30800492155,9.824773250837097,-1958.4938283649933,-1968.61078317673,10.116954811736605,16.989403305719634,16.697221744820126,-0.29218156089950753
359,O=C(c1ccccc1)Nc1ccncc1,O=C(c1ccccc1)N=C1C=CNC=C1,-2920.576568033579,-2930.43208767192,9.855519638340866,-2906.3719575688697,-2910.27011852108,3.898160952210219,14.204610464709276,20.161969150839923,5.957358686130647
360,[O-][N+](Nc1ccncc1)=O,[O-][N+](N=C1C=CNC=C1)=O,-1575.4614585386526,-1587.33075211173,11.869293573077357,-1565.7718324521788,-1575.32702889686,9.555196444681087,9.689626086473709,12.003723214869979,2.31409712839627
361,Nc1ccnc2ccccc12,N=C1c(cccc2)c2NC=C1,-2196.0883079250043,-2205.07834214885,8.990034223845669,-2183.297725354022,-2190.12009178275,6.822366428727946,12.790582570982224,14.958250366099946,2.1676677951177226
362,C(CC1)CCC1Nc1ccnc2c3ncccc3ccc12,C(CC1)CCC1/N=C1\c2ccc(cccn3)c3c2NC=C1,-4486.078106534519,-4450.00805308065,-36.07005345386915,-4476.779988085766,-4443.60074230868,-33.17924577708527,9.298118448753485,6.407310771969605,-2.8908076767838793
363,c(cc1)ccc1Nc1ccnc2c3ncccc3ccc12,c(cc1)ccc1/N=C1\c2ccc(cccn3)c3c2NC=C1,-4094.436410399415,-4047.96610422038,-46.47030617903465,-4090.03804181947,-4024.94285506832,-65.09518675114987,4.398368579944872,23.02324915206009,18.624880572115217
364,Nc1cnncc1,N=C1C=NNC=C1,-1259.094672136305,-1269.38708831231,10.292416176004963,-1249.3259205797265,-1258.68697784841,9.361057268683453,9.768751556578536,10.700110463900046,0.9313589073215098
365,Nc1cnnc2ccccc12,N=C1c(cccc2)c2NN=C1,-2048.1247293401384,-2058.99454193146,10.869812591321534,-2044.5411376721747,-2052.56664641128,8.025508739105362,3.583591667963674,6.427895520179845,2.8443038522161714
366,O=C1C=CNC=C1,[O-]c1cc[nH+]cc1,-1332.7993192785073,-1343.38310029745,10.583781018942773,-1332.799213854034,-1343.26689323597,10.467679381936023,0.00010542447330408322,0.11620706148005411,0.11610163700675002
367,Nc1c(cccc2)c2nc2ccccc12,N=C1c(cccc2)c2Nc2c1cccc2,-2981.914833128788,-2973.26455024695,-8.650282881837938,-2979.8828307390913,-2977.23441570521,-2.6484150338815198,2.032002389696572,-3.9698654582598465,-6.001867847956419
368,CC(C)C(/C(/C)=N/C)/C(/C)=N/C,CC(C)/C(/C(/C)=N/C)=C(\C)/NC,-3106.2595934968444,-3116.22932126544,9.969727768595476,-3102.918528978293,-3114.59450519391,11.675976215617084,3.3410645185513204,1.6348160715297126,-1.7062484470216077
369,CC(C)C(/C(/C)=N/c1ccccc1)/C(/C)=N/c1ccccc1,CC(C)/C(/C(/C)=N/c1ccccc1)=C(\C)/Nc1ccccc1,-5004.488784052851,-4995.88883303725,-8.599951015600709,-4996.702927156013,-4986.95153355363,-9.75139360238336,7.785856896837686,8.937299483620336,1.1514425867826503
370,CC1=CN=C(/C(/CCC2)=C\Nc3ccccc3)N2C1=O,CC1=CN=C(C(CCC2)/C=N/c3ccccc3)N2C1=O,-4136.848134266712,-4132.56449309993,-4.283641166782218,-4126.139926909365,-4122.29921344972,-3.8407134596454853,10.70820735734651,10.265279650209777,-0.44292770713673235
371,CC/N=C(\C)/C/N=N/CC,CCN/N=C\C(\C)=N\CC,-2379.9533828686826,-2389.93377952725,9.980396658567315,-2389.8354186841084,-2399.69130205494,9.855883370831634,-9.882035815425752,-9.757522527690071,0.12451328773568093
372,CC1=CN=C(/C(/CCC2)=N\Nc3ccccc3)N2C1=O,CC1=CN=C(C(CCC2)/N=N/c3ccccc3)N2C1=O,-3997.404666518637,-3991.87952693022,-5.525139588417005,-3982.9162853391967,-3981.79968595193,-1.1165993872668878,14.488381179440239,10.079840978290122,-4.408540201150117
373,O=C1N(CCC/C2=N/Nc3ccccc3)C2=NC2=C1CCCC2,O=C1N(CCCC2/N=N/c3ccccc3)C2=NC2=C1CCCC2,-4752.960646882516,-4734.11030285342,-18.85034402909605,-4738.20836938655,-4728.16570907114,-10.042660315410103,14.752277495966155,5.944593782280208,-8.807683713685947
374,O=C1N(CCC/C2=N/Nc3ccccc3)C2=Nc2c1cccc2,O=C1N(CCCC2/N=N/c3ccccc3)C2=Nc2c1cccc2,-4496.237885670858,-4468.59907166081,-27.63881401004801,-4481.984160573365,-4459.84967398136,-22.134486592005487,14.253725097492861,8.74939767945034,-5.5043274180425215
375,C/C(/N=N/c1ccccc1)=C1/Nc(cccc2)c2NC1=O,C/C(/C1=Nc(cccc2)c2NC1=O)=N/Nc1ccccc1,-4019.3717773361204,-4015.52242978482,-3.849347551300525,-4027.34285062323,-4015.56606241351,-11.776788209720053,-7.971073287109448,-0.04363262868992024,7.927440658419528
376,CCC(/C(/C1=Nc(cccc2)c2NC1=O)=N\Nc1ccccc1)=O,CCC(/C(/N=N/c1ccccc1)=C1\Nc(cccc2)c2NC1=O)=O,-4582.791607148469,-4551.33392504426,-31.457682104209198,-4574.243312832217,-4541.05808911292,-33.18522371929703,8.548294316251486,10.275835931339316,1.72754161508783
377,CCC(C1=CNN(C23Oc(cccc4)c4N2)C1=NN=C3C(CC)=O)=O,CCC(c1c(NN=C(C23Oc(cccc4)c4N3)C(CC)=O)n2nc1)=O,-4644.211166446143,-4596.82094044832,-47.39022599782311,-4664.110822752569,-4603.55408843127,-60.55673432129879,-19.89965630642655,-6.733147982950868,13.166508323475682
378,COC(/C(/N=N/c([nH]nc1)c1C#N)=C1\Nc(cccc2)c2NC1=O)=O,COC(/C(/C1=Nc(cccc2)c2NC1=O)=N\Nc([nH]nc1)c1C#N)=O,-4154.806877450189,-4110.81925771708,-43.98761973310866,-4166.10687010402,-4136.31091727419,-29.79595282983064,-11.299992653831396,-25.491659557109415,-14.19166690327802
379,Cc1n[nH]c(/N=N/C(/C(OC)=O)=C2/Nc(cccc3)c3NC2=O)c1C#N,Cc1n[nH]c(N/N=C(\C(OC)=O)/C2=Nc(cccc3)c3NC2=O)c1C#N,-4453.475120225546,-4408.69499123676,-44.78012898878569,-4464.90336051264,-4434.12296123102,-30.780399281619793,-11.428240287094013,-25.42796999425991,-13.999729707165898
380,CCOC(c1c(N/N=C\C2=Nc(cccc3)c3NC2=O)[nH]nc1)=O,CCOC(c(cn[nH]1)c1/N=N/C=C1/Nc(cccc2)c2NC1=O)=O,-4280.128623481335,-4256.92029986032,-23.208323621015552,-4258.383009510826,-4247.23104128396,-11.151968226866302,21.745613970509112,9.689258576359862,-12.05635539414925
381,CCOC(/C(/N=N/c(n(C)nc1C)c1C#N)=C1\Nc(cccc2)c2-n2c1nnc2)=O,CCOC(/C(/c1nc(cccc2)c2n2c1nnc2)=N\Nc(n(C)nc1C)c1C#N)=O,-5292.55117786236,-5199.90022597447,-92.65095188789019,-5298.874526034737,-5214.31693911843,-84.55758691630672,-6.323348172376427,-14.416713143959896,-8.093364971583469
382,CCOC(/C(/N=N/c(n(C)nc1)c1C(OCC)=O)=C1\Nc(cccc2)c2-n2c1nnc2)=O,CCOC(/C(/c1nc(cccc2)c2n2c1nnc2)=N\Nc(n(C)nc1)c1C(OCC)=O)=O,-5756.555695841436,-5657.47243610916,-99.08325973227602,-5767.9760732190225,-5677.06207888455,-90.91399433447259,-11.420377377586192,-19.58964277538962,-8.169265397803429
383,CNc(cc1)ccc1N=O,C/N=C(\C=C1)/C=C/C1=N/O,-1915.608813814438,-1925.44544586996,9.836632055521932,-1904.3281941651126,-1913.55696205746,9.228767892347378,11.280619649325445,11.888483812499999,0.607864163174554
384,CNc(cc1)ccc1/N=N/c1ccccc1,C/N=C(\C=C1)/C=C/C1=N/Nc1ccccc1,-3243.150024684922,-3258.85066127106,15.700636586137989,-3226.038999800492,-3239.36587755493,13.326877754438101,17.111024884429753,19.48478371612964,2.373758831699888
385,Nc(c1ccccc11)ccc1/N=N/c1ccccc1,N=C(C=C1)c(cccc2)c2/C1=N/Nc1ccccc1,-3741.2762822887753,-3739.98695402788,-1.2893282608952177,-3731.6886738466324,-3727.85426824516,-3.834405601472554,9.587608442142937,12.132685782720273,2.545077340577336
386,Nc(c1ccccc11)c(cccc2)c2c1/N=N/c1ccccc1,N=C(c1c2cccc1)c(cccc1)c1C2=NNc1ccccc1,-4521.877675612845,-4453.2952790256,-68.58239658724506,-4523.358029314342,-4451.93774127184,-71.42028804250185,-1.4803537014968242,1.3575377537599707,2.837891455256795
